Title,Release Date,Score,Genre,Summary,Actors,Languages,Revenue,Country
Last Letter,09-Nov-18,78.0,"Drama, Romance","After getting mistaken for her late sister Misaki, Yuri continues the deception and begins a correspondence with her sisterâ€™s high school sweetheart.","Hao Qin, Xun Zhou, Zifeng Zhang, Jiang Du",Mandarin,"$180,946",Thailand
The Last Tree,27-Sep-19,98.0,Drama,"Raised by a white foster mom in the countryside, a Black teen gets his life uprooted when his birth mother reclaims custody and moves him to London.","Nicholas Pinnock, Gbemisola Ikumelo, Samuel Adewunmi, Denise Black",English,"$10,128",United Kingdom
Judy & Punch,04-Oct-19,81.0,"Biography, Drama, Romance","After her violent, boozy husband Punch lashes out and wrecks her life, gifted puppeteer Judy teams up with a band of outcasts to exact revenge.","Jessie Buckley, Finn Wittrock, Rufus Sewell, Renée Zellweger",English,"$24,313,888",United Kingdom
Rogue,08-Nov-07,94.0,"Action, Adventure, Drama, Horror, Thriller","When a hostage rescue goes awry, a team of mercenaries must fend off both militant poachers and dangerous wildlife in a remote part of Africa.","Caroline Brazier, Michael Vartan, Sam Worthington, Radha Mitchell",English,"$10,452",Canada
Grandmas Last Wishes,18-Sep-15,91.0,"Comedy, Drama","After Grandma decides its time to put her affairs in order, her family clashes over wholl inherit her house in this sequel to ""Grandmas Wedding.""","Lily Tomlin, Julia Garner, Carlos Miranda, Judy Greer",English,"$6,980,524","Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Mexico,Hungary,Slovakia,South Africa,Sweden,Thailand,Netherlands,Singapore,Germany,Argentina,Turkey,Israel,Switzerland,Australia,United Kingdom,Brazil,Malaysia,India,Hong Kong,Japan,South Korea,Russia,France,Colombia,Romania"
Astro Boy,23-Oct-09,50.0,"Animation, Action, Comedy, Family, Sci-Fi","Seeking justice even in a world that scorns his kind, atomic-powered robot Astro Boy is humanitys only hope against machines driven by evil.","Freddie Highmore, Charlize Theron, Ryan Stiles, Eugene Levy",English,"$19,551,067","Thailand,Singapore,Malaysia,Hong Kong"
Hotel by the River,15-Feb-19,95.0,Drama,"Inside a secluded hotel, a newly single woman invites a friend to contemplate love, while a poet reunites with his estranged sons and reflects on life.","Ju-bong Gi, Song Seon-mi, Hae-hyo Kwon, Kim Min-hee",Korean,"$28,354",South Korea
The Nutcracker,24-Nov-93,50.0,"Family, Fantasy, Music","The timeless holiday spectacle about a girl whoâ€™s swept into a fantasy world when her Christmas present comes to life, as performed by the Royal Ballet.","Wendy Whelan, Kyra Nichols, Damian Woetzel, Darci Kistler",English,"$2,119,994",United Kingdom
Babyteeth,19-Jun-20,94.0,"Comedy, Drama, Music, Romance","Seriously ill teenager Milla shocks her overprotective parents when she falls for Moses, a drug-dealing dropout whos surprisingly good for her.","Michelle Lotters, Eliza Scanlen, Toby Wallace, Sora Wakaki",English,"$4,507","Canada,United Kingdom"
The Guys,20-Nov-03,73.0,Drama,Hapless office worker Alfi needs help from his pals when he unexpectedly falls for the daughter of his boss — a stern man with eyes for Alfis mom.,"Sigourney Weaver, Irene Walsh, Anthony LaPaglia, Jim Simpson",English,"$21,366","Thailand,Singapore,Malaysia"
Nemesis,26-Dec-92,60.0,"Action, Sci-Fi, Thriller","After a tragic loss, Manop sets out to exact revenge in the criminal underworld â€” under the influence of his ruthless, vigilante alter ego.","Cary-Hiroyuki Tagawa, Olivier Gruner, Tim Thomerson, Merle Kennedy",English,"$2,001,124","Thailand,Singapore"
Grizzlies,31-Jul-20,85.0,"Biography, Drama",A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.,"Seth Burke, Mary Buscemi, Jack Anawak, Fred Bailey","Inuktitut, English","$11,650",United States
Silent Night,04-Dec-12,64.0,"Comedy, Horror, Mystery, Thriller","After a few years working abroad, Adam returns to his rural roots in Poland for Christmas â€“ but hes got a hidden agenda his family knows nothing about.","Malcolm McDowell, Donal Logue, Jaime King, Rick Skene",English,"$14,567",Poland
The Other,26-May-72,83.0,"Drama, Horror, Mystery, Thriller","When an ex-lover lures him with a tempting job offer, a man and his girlfriend enter a twisted love triangle with shocking consequences.","Chris Udvarnoky, Martin Udvarnoky, Uta Hagen, Diana Muldaur",English,"$475,611",Turkey
What If,15-Aug-14,74.0,"Comedy, Romance",A filmmaker faces a choice that could result in two diverging lives: one in which he finds love and another that drives him to the edge.,"Daniel Radcliffe, Zoe Kazan, Adam Driver, Megan Park",English,"$3,493,000",Turkey
Wind,11-Sep-92,50.0,"Action, Drama, Sport",Diaper company manager Ece resists her boyfriends efforts to wed — until a young purse snatcher enters their lives.,"Jennifer Grey, Cliff Robertson, Matthew Modine, Jack Thompson",English,"$5,519,569",Turkey
Living in Oblivion,21-Jul-95,88.0,"Comedy, Drama",Spend a day in the life of a small-time indie filmmaker who has one goal: to realize his artistic vision within the confines of a shoestring budget.,"Catherine Keener, Dermot Mulroney, Steve Buscemi, Danielle von Zerneck",English,"$1,111,790",Turkey
Gilberts Grim Revenge,01-Apr-17,95.0,"Documentary, Biography, Comedy","Young Gilbert has an extreme — and extremely embarrassing — allergy to eggs. When his weird aunt deliberately serves them to him, he plots revenge.","Joy Behar, Dave Attell, Richard Belzer, Gilbert Gottfried",English,"$8,362",Sweden
Deck the Halls,22-Nov-06,6.0,"Comedy, Family","Just before the holidays, Det. Regan Reilly and cleaning woman-turned-private eye Alvirah Meegan investigate the kidnapping of Regans father.","Kristin Chenoweth, Matthew Broderick, Danny DeVito, Kristin Davis","English, German","$35,093,569",Sweden
I Can Only Imagine,16-Mar-18,63.0,"Biography, Drama, Family, Music","Based on MercyMes 2001 Christian rock ballad, this faith-based drama follows the emotional life story of the songs composer Bart Millard.","Dennis Quaid, J. Michael Finley, Madeline Carroll, Trace Adkins",English,"$83,482,352","Argentina,Mexico,Colombia"
Stepping Out,11-Oct-91,71.0,"Comedy, Drama, Musical","Amid upheaval, Chinese immigrants move to Singapore and encounter love, loss, and family drama in this collection of stories that spans decades.","Jane Krakowski, Robyn Stevan, Ellen Greene, Bill Irwin",English,"$246,000","Singapore,Malaysia"
Mystery,02-May-97,71.0,"Adventure, Comedy","In a series of spine-chilling tales, characters navigate supernatural, dreamlike realities in which space and time know no bounds.","Elizabeth Hurley, Mike Myers, Mimi Rogers, Michael York",English,"$53,883,989","Singapore,Malaysia"
Me & You vs The World,25-Dec-02,96.0,"Biography, Crime, Drama","When a young man launches an outdoor adventure program, he forms a bond with a student that opens both of them up to new possibilities.","Martin Sheen, Leonardo DiCaprio, Christopher Walken, Tom Hanks","English, French","$164,615,351","Singapore,Thailand"
S.A.M.,24-Nov-93,25.0,"Adventure, Comedy, Drama","Convinced a coworker smitten with his fiancée has kidnapped them both, a man struggles to find a way out and is faced with a disturbing truth.","Martha Plimpton, Stephen Tobolowsky, Noah Fleiss, Jacob Tierney",English,"$1,640,220","Singapore,Malaysia"
Take Point,26-Dec-18,80.0,"Action, Thriller",A mercenary captain leads his black-ops team to a bunker beneath the Korean DMZ on a secret CIA mission that brings the world to the brink of war.,"Jung-woo Ha, Lee Sun-kyun, Kevin Durand, Jennifer Ehle","Korean, English","$112,386","Singapore,Malaysia,South Korea"
Blood Ties,30-Oct-13,52.0,"Action, Crime, Drama, Thriller","After a betrayal leads to his murder, a policemans spirit possesses his sisters body to exact revenge on those who caused his demise.","Billy Crudup, Mila Kunis, Marion Cotillard, Clive Owen","English, Italian, Spanish","$42,472","Singapore,Malaysia"
The Way Back,21-Jan-11,74.0,"Adventure, Drama, History","A former high-school basketball star is hired to coach at his alma mater, and battles alcoholism and personal demons on his bumpy road to redemption.","Dragos Bucur, Ed Harris, Colin Farrell, Alexandru Potocean","English, Russian, Polish, Tibetan, Mongolian","$2,701,859",Australia
The Whistleblower,27-Oct-11,75.0,"Biography, Crime, Drama",A Chinese expat working for an Australian mining firm stumbles into a conspiracy involving a corporate cover-up and dangerous technology.,"David Strathairn, Vanessa Redgrave, Monica Bellucci, Rachel Weisz","English, Romanian, Russian, Serbian, Ukrainian","$1,124,966",Australia
Promare,24-May-19,97.0,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi, Thriller","A brash firefighter faces off against a strong-willed, misunderstood pyrokinetic struggling to free his people â€“ with the Earths fate on the line.","Steve Blum, Johnny Yong Bosch, John Eric Bentley, Melissa Fahn",Japanese,"$2,313,596",Italy
"Its Me, Its Me",08-Sep-17,86.0,Horror,Hitoshi spirals into a bizarre identity crisis when a simple prank causes multiple versions of himself to start showing up all over town!,"Sophia Lillis, Finn Wolfhard, Jaeden Martell, Jeremy Ray Taylor","English, Hebrew","$328,828,874","Hong Kong,India"
Babel,10-Nov-06,69.0,Drama,"While seeking revenge for his painful past, a prosecutor falls in love with an actress whose life falls apart after marrying into a chaebol family.","Brad Pitt, Mohamed Akhzam, Cate Blanchett, Peter Wight","English, Arabic, Spanish, Japanese, Berber languages, French, Russian, Japanese Sign Language","$34,302,837",South Korea
Double Team,04-Apr-97,11.0,"Action, Comedy, Sci-Fi, Thriller",A counterterrorism operative teams with an eccentric weapons dealer to head to Rome and save his family from a notorious terrorist.,"Mickey Rourke, Paul Freeman, Dennis Rodman, Jean-Claude Van Damme","English, Italian","$11,438,337",Israel
Open Your Eyes,19-Dec-97,85.0,"Drama, Mystery, Sci-Fi, Thriller","A womanizer falls madly in love with a beautiful, warmhearted woman but is soon left horribly disfigured in a car accident.","Fele Martínez, Chete Lera, Penélope Cruz, Eduardo Noriega",Spanish,"$370,720",Portugal
Halloween 4: The Return of Michael Myers,21-Oct-88,29.0,"Horror, Thriller","A decade after he terrorized the town of Haddonfield, Michael Myers is back, this time seeking to kill his niece — and anyone who stands in his way.","Ellie Cornell, George P. Wilbur, Danielle Harris, Donald Pleasence",English,"$17,768,757",Portugal
Emma,30-Aug-96,89.0,"Comedy, Drama, Romance","A proud, privileged young woman meddles in the lives of those around her, only to realize shes not quite as wise or well-meaning as she thought.","Greta Scacchi, Gwyneth Paltrow, Alan Cumming, James Cosmo",English,"$22,231,658",South Korea
Abominable,27-Sep-19,81.0,"Animation, Adventure, Comedy, Family, Fantasy","An orphaned tomboy and her silly sidekicks help an escaped yeti journey across China to return to his Himalayan home, with a hunter in hot pursuit.","Chloe Bennet, Albert Tsai, Joseph Izzo, Tenzing Norgay Trainor","English, Mandarin","$60,826,390",South Korea
Hard to Kill,09-Feb-90,38.0,"Action, Crime, Drama, Thriller","While investigating a corrupt politician, Mason Storm is gunned down and left for dead. With a nurses help, he recovers and exacts his revenge.","Steven Seagal, William Sadler, Frederick Coffin, Kelly LeBrock",English,"$47,410,827","Brazil,Argentina,Mexico,Colombia"
Being Frank,21-Jun-19,34.0,Comedy,A rebellious teen sneaks away on a spring break trip but unexpectedly discovers his father’s secret second family — and spends time with them instead.,"Logan Miller, Anna Gunn, Jim Gaffigan, Samantha Mathis",English,"$67,343",Canada
Dora and the Lost City of Gold,09-Aug-19,85.0,"Adventure, Comedy, Family, Mystery","When her parents disappear during a search for an ancient city of gold, the exuberant teen explorer and her friends head into the jungle to save them.","Dee Bradley Baker, Malachi Barton, Benicio Del Toro, Madelyn Miranda","English, Spanish, Quechua","$60,477,943","Russia,Lithuania,Sweden,Iceland,Belgium"
The Rhythm Section,31-Jan-20,28.0,"Action, Drama, Mystery, Thriller","Devastated when her family is killed in a plane crash, a woman steps into the dark labyrinth of international espionage in search of retribution.","David Duggan, Elly Curtis, Blake Lively, Richard Brake","English, French","$5,437,971","Japan,Russia"
Godzilla & Mothra: Battle for Earth,16-May-14,76.0,"Action, Adventure, Sci-Fi, Thriller","Six months after a meteorite strike, larvae of Mothra and her ancient archnemesis Battra stage a three-way battle between themselves and Godzilla.","Bryan Cranston, CJ Adams, Aaron Taylor-Johnson, Ken Watanabe","English, Japanese","$200,676,069",Japan
Godzilla,16-May-14,76.0,"Action, Adventure, Sci-Fi, Thriller","Awakened by nuclear weapons testing, an ancient monster rises from the depths of the Pacific Ocean and begins wreaking havoc on Japan.","Bryan Cranston, CJ Adams, Aaron Taylor-Johnson, Ken Watanabe","English, Japanese","$200,676,069",Japan
Fiction.,14-Oct-94,92.0,"Crime, Drama","When a sheltered young woman becomes enamored with a struggling writer, she goes to great lengths to become involved in his creative process.","Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta","English, Spanish, French","$107,928,762","Thailand,Singapore,Malaysia"
The Guest,05-Sep-14,91.0,"Action, Mystery, Thriller","Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit thats driven by bloodthirst.","Dan Stevens, Brendan Meyer, Maika Monroe, Sheila Kelley",English,"$332,890","France,Thailand,Japan,Russia,Czech Republic,Belgium,Hungary,Switzerland,United Kingdom,Canada,Poland,Australia,Mexico,Brazil,Singapore,India,Argentina,Hong Kong,Spain,United States,Malaysia,Greece,Slovakia,Sweden,Germany,Turkey,Netherlands,Italy,South Korea,South Africa,Iceland,Portugal,Israel,Lithuania,Colombia,Romania"
The Embalmer,06-Sep-02,81.0,"Drama, Romance","Ernesto Mahieux plays Peppino, a taxidermist infatuated with his hunky assistant, Valerio. To curry favor, Peppino takes Valerio out on the town and sets him up with prostitutes -- activities paid for in part by his strange dealings with the Mob.","Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti, Lina Bernardi",Italian,"$56,878",Italy
A Perfect Day,15-Jan-16,72.0,"Comedy, Drama, War","Bodyguard Antonio doesnt accept his wifes decision to leave him, and he follows her throughout her day, hoping for reconciliation. Meanwhile, his boss, politician Elio Fioravanti, faces serious family difficulties of his own.","Tim Robbins, Mélanie Thierry, Benicio Del Toro, Olga Kurylenko","English, Serbian, Spanish, French, Bosnian","$14,044",Italy
All About the Benjamins,08-Mar-02,30.0,"Action, Comedy, Crime, Thriller",A bounty hunters life gets complicated when he corners a bail-jumper at a heist drop then joins forces with him to retrieve a winning lottery ticket.,"Ice Cube, Tommy Flanagan, Mike Epps, Carmen Chaplin","English, French","$25,916,319",Australia
The Informer,30-Aug-19,62.0,"Action, Crime, Drama, Thriller",An ex-con infiltrates the Polish mob and returns to prison for the FBI. Now he must race against time to protect his family and get out alive.,"Karma Meyer, Ana de Armas, Joel Kinnaman, Mateusz Kosciukiewicz","English, Polish, Spanish","$300,460",Netherlands
Go Fish,08-Jul-94,80.0,"Comedy, Drama, Romance",A brave parrotfish and his pals must find the source of an awful black goop spreading through the ocean and stop it from destroying their coral reef.,"V.S. Brodie, Guinevere Turner, T. Wendy McMillan, Migdalia Melendez",English,"$2,405,285","Netherlands,Australia"
True History of the Kelly Gang,24-Apr-20,79.0,"Biography, Crime, Drama, Western","Part Billy the Kid, part Robin Hood, notorious bandit Ned Kelly rebels against the colonial powers ruling Australia in this stylish historical epic.","Orlando Schwerdt, George MacKay, Ben Corbett, Charlie Hunnam","English, Latin","$33,817",Canada
Stavisky...,15-May-74,91.0,"Biography, Crime, Drama","In this fact-based drama, a prominent socialite and financier in 1930s France is exposed as a con man, whose fall ultimately takes down the government.","Jean-Paul Belmondo, François Périer, Michael Lonsdale, Anny Duperey","French, English","$13,793","France,Belgium"
Widows,16-Nov-18,91.0,"Crime, Drama, Thriller","United only by their shared loss, four women must pull off a heist to pay back a crippling debt left behind by their deceased criminal husbands.","Liam Neeson, Viola Davis, Jon Bernthal, Manuel Garcia-Rulfo","English, Spanish, Polish","$42,402,632",Canada
The Wretched,01-May-20,75.0,Horror,"A teen is pulled into a horrifying fight against evil when he finds an ancient, sinister spirit has targeted the family of a little boy next door.","Azie Tesfai, John-Paul Howard, Jamison Jones, Piper Curda",English,"$1,814,193","Canada,Australia"
City of Joy,17-Apr-92,53.0,Drama,"An American doctors outlook is forever changed when he crosses paths with a poverty-stricken family and a clinic volunteer in Calcutta, India.","Shabana Azmi, Patrick Swayze, Pauline Collins, Om Puri",English,"$14,683,921",Canada
Buffaloed,01-Jun-20,79.0,"Comedy, Drama","Determined to flee her humdrum hometown of Buffalo, New York, clever hustler Peg joins some shady characters in the seedy business of debt collection.","Zoey Deutch, Jermaine Fowler, Jai Courtney, Judy Greer",English,"$29,118",Canada
Best of the Best,10-Nov-89,72.0,"Action, Drama, Sport",Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,"James Earl Jones, Sally Kirkland, Eric Roberts, Phillip Rhee",English,"$1,700,000",Canada
